ProductionKey,ProductionRecordID,ProductionDateKey,ProductKey,Factory,ProductionLine,Shift,PlannedQuantity,ActualQuantity,DefectQuantity,YieldRate,WorkHours,DowntimeMinutes
584,MFG-00584,20260102,1,本社工場,ライン-E,夜勤,100,99,1,0.9956,5.9,3
585,MFG-00585,20251005,4,本社工場,ライン-B,日勤,50,47,3,0.9589,10.2,79
586,MFG-00586,20250820,4,第二工場,ライン-D,夜勤,50,48,2,0.9665,7.0,9
587,MFG-00587,20251029,16,九州工場,ライン-E,日勤,500,486,14,0.974,6.8,7
588,MFG-00588,20260317,13,本社工場,ライン-E,夜勤,10,9,1,0.9966,7.9,24
589,MFG-00589,20250907,3,第二工場,ライン-D,日勤,50,49,1,0.9843,11.4,5
590,MFG-00590,20250504,20,本社工場,ライン-D,夜勤,100,99,1,0.991,5.7,0
591,MFG-00591,20251217,5,九州工場,ライン-E,日勤,1000,974,26,0.9741,7.7,6
592,MFG-00592,20260215,18,第二工場,ライン-A,日勤,500,496,4,0.9933,6.3,4
593,MFG-00593,20251104,11,本社工場,ライン-D,日勤,1000,973,27,0.9731,6.0,10
594,MFG-00594,20250401,13,第二工場,ライン-A,日勤,20,19,1,0.9737,9.7,1
595,MFG-00595,20250221,6,本社工場,ライン-B,日勤,10,9,1,0.951,8.2,10
596,MFG-00596,20251006,4,第二工場,ライン-D,日勤,100,97,3,0.9703,4.5,10
597,MFG-00597,20250703,16,九州工場,ライン-D,日勤,1000,955,45,0.9558,5.3,10
598,MFG-00598,20250411,15,第二工場,ライン-E,夜勤,200,196,4,0.9815,8.7,0
599,MFG-00599,20250429,7,第二工場,ライン-B,日勤,10,9,1,0.9745,4.1,4
600,MFG-00600,20251027,17,第二工場,ライン-A,日勤,100,97,3,0.9731,5.7,7
601,MFG-00601,20250903,7,本社工場,ライン-A,夜勤,10,9,1,0.9534,9.3,2
602,MFG-00602,20260317,3,九州工場,ライン-D,日勤,200,197,3,0.9862,10.7,3
603,MFG-00603,20260228,9,本社工場,ライン-D,夜勤,50,48,2,0.9689,5.5,5
604,MFG-00604,20250720,15,本社工場,ライン-E,日勤,200,194,6,0.9745,7.3,10
605,MFG-00605,20250322,8,九州工場,ライン-E,夜勤,200,195,5,0.9788,7.3,2
606,MFG-00606,20260131,2,第二工場,ライン-C,夜勤,100,99,1,0.9974,6.7,9
607,MFG-00607,20250617,10,九州工場,ライン-D,夜勤,200,196,4,0.983,9.6,9
608,MFG-00608,20251103,19,第二工場,ライン-B,夜勤,50,48,2,0.9664,8.1,4
609,MFG-00609,20251119,9,第二工場,ライン-C,日勤,100,99,1,0.9935,8.5,4
610,MFG-00610,20250409,11,九州工場,ライン-E,夜勤,100,98,2,0.9821,5.5,2
611,MFG-00611,20260215,10,九州工場,ライン-B,夜勤,500,479,21,0.9598,7.7,1
612,MFG-00612,20260106,10,本社工場,ライン-B,夜勤,100,97,3,0.9739,6.0,4
613,MFG-00613,20251018,15,第二工場,ライン-E,日勤,100,95,5,0.956,7.0,6
614,MFG-00614,20250102,3,第二工場,ライン-B,夜勤,200,195,5,0.978,6.2,3
615,MFG-00615,20250517,2,九州工場,ライン-D,夜勤,200,193,7,0.9686,5.0,5
616,MFG-00616,20260125,2,本社工場,ライン-A,夜勤,100,95,5,0.9561,4.8,6
617,MFG-00617,20250415,2,本社工場,ライン-E,日勤,100,98,2,0.9845,6.3,3
618,MFG-00618,20251113,20,第二工場,ライン-E,夜勤,500,488,12,0.9766,6.5,6
619,MFG-00619,20250415,18,本社工場,ライン-E,日勤,50,49,1,0.997,6.2,1
620,MFG-00620,20250507,14,本社工場,ライン-B,夜勤,20,19,1,0.9634,4.0,6
621,MFG-00621,20251024,20,第二工場,ライン-D,日勤,100,96,4,0.9696,7.6,6
622,MFG-00622,20260312,20,本社工場,ライン-D,夜勤,100,97,3,0.971,11.0,0
623,MFG-00623,20250913,17,第二工場,ライン-E,夜勤,200,196,4,0.9838,8.8,6
624,MFG-00624,20250328,13,本社工場,ライン-B,夜勤,5,4,1,0.9931,7.0,0
625,MFG-00625,20251218,19,九州工場,ライン-B,日勤,200,193,7,0.9687,6.8,7
626,MFG-00626,20250812,15,本社工場,ライン-D,夜勤,100,96,4,0.9676,12.0,2
627,MFG-00627,20250423,19,九州工場,ライン-E,日勤,500,483,17,0.9675,10.1,55
628,MFG-00628,20250217,20,本社工場,ライン-E,夜勤,50,48,2,0.9717,6.3,4
629,MFG-00629,20260322,6,第二工場,ライン-B,夜勤,5,4,1,0.9798,8.6,2
630,MFG-00630,20250528,18,第二工場,ライン-D,日勤,100,95,5,0.9594,9.7,40
631,MFG-00631,20250518,6,本社工場,ライン-E,夜勤,10,9,1,0.9756,5.5,5
632,MFG-00632,20260314,6,九州工場,ライン-C,日勤,20,19,1,0.958,7.8,3
633,MFG-00633,20260318,20,九州工場,ライン-C,夜勤,200,196,4,0.9841,9.7,9
634,MFG-00634,20260122,2,第二工場,ライン-A,日勤,50,49,1,0.9883,9.4,8
635,MFG-00635,20260107,13,第二工場,ライン-E,夜勤,10,9,1,0.9694,6.0,2
636,MFG-00636,20250915,16,本社工場,ライン-B,日勤,50,49,1,0.9904,4.9,6
637,MFG-00637,20250712,10,本社工場,ライン-C,夜勤,200,192,8,0.9603,10.2,7
638,MFG-00638,20260319,19,九州工場,ライン-B,夜勤,200,198,2,0.9932,11.2,6
639,MFG-00639,20250827,15,本社工場,ライン-C,夜勤,100,96,4,0.9618,5.2,1
640,MFG-00640,20250601,12,第二工場,ライン-A,夜勤,20,19,1,0.9537,6.4,8
641,MFG-00641,20250902,2,本社工場,ライン-D,夜勤,100,97,3,0.9743,4.1,8
642,MFG-00642,20250519,2,九州工場,ライン-A,日勤,200,194,6,0.9715,6.7,5
643,MFG-00643,20251115,11,第二工場,ライン-C,日勤,500,496,4,0.9924,10.1,8
644,MFG-00644,20250119,18,九州工場,ライン-E,日勤,1000,989,11,0.9896,6.6,10
645,MFG-00645,20250517,5,本社工場,ライン-B,日勤,200,192,8,0.9606,4.4,49
646,MFG-00646,20250410,14,本社工場,ライン-E,夜勤,20,19,1,0.9773,11.9,1
647,MFG-00647,20250325,2,九州工場,ライン-C,夜勤,500,496,4,0.9939,5.3,1
648,MFG-00648,20250210,15,九州工場,ライン-C,夜勤,500,481,19,0.9624,8.5,5
649,MFG-00649,20251120,11,本社工場,ライン-E,夜勤,500,480,20,0.9618,10.5,4
650,MFG-00650,20250618,17,第二工場,ライン-C,夜勤,50,49,1,0.9885,6.1,8
651,MFG-00651,20250425,8,第二工場,ライン-B,日勤,1000,974,26,0.9743,7.3,9
652,MFG-00652,20250619,10,本社工場,ライン-A,日勤,200,196,4,0.9818,10.2,0
653,MFG-00653,20250812,13,本社工場,ライン-D,夜勤,5,4,1,0.9557,5.9,7
654,MFG-00654,20250722,19,第二工場,ライン-B,夜勤,500,489,11,0.9793,5.3,5
655,MFG-00655,20251031,13,本社工場,ライン-A,日勤,20,19,1,0.9706,11.2,10
656,MFG-00656,20250319,2,第二工場,ライン-A,日勤,50,49,1,0.9905,9.4,5
657,MFG-00657,20251208,19,本社工場,ライン-A,日勤,500,475,25,0.9519,8.7,9
658,MFG-00658,20250101,7,第二工場,ライン-B,夜勤,10,9,1,0.9753,10.7,1
659,MFG-00659,20250825,20,本社工場,ライン-C,日勤,200,192,8,0.9636,7.1,2
660,MFG-00660,20251222,16,第二工場,ライン-D,夜勤,100,96,4,0.9693,10.5,4
661,MFG-00661,20251208,11,本社工場,ライン-B,夜勤,100,95,5,0.9538,8.7,1
662,MFG-00662,20250818,5,九州工場,ライン-B,日勤,100,96,4,0.9654,5.9,6
663,MFG-00663,20250304,18,第二工場,ライン-E,日勤,500,483,17,0.9675,7.1,0
664,MFG-00664,20250117,9,本社工場,ライン-D,夜勤,200,197,3,0.9876,10.9,5
665,MFG-00665,20260117,14,九州工場,ライン-C,日勤,20,19,1,0.97,7.9,2
666,MFG-00666,20250122,5,九州工場,ライン-B,夜勤,1000,984,16,0.9846,7.3,10
667,MFG-00667,20250704,11,第二工場,ライン-E,夜勤,50,49,1,0.9896,8.0,5
668,MFG-00668,20251215,17,九州工場,ライン-C,夜勤,500,489,11,0.9794,8.9,0
669,MFG-00669,20250821,19,第二工場,ライン-E,夜勤,50,48,2,0.9696,9.0,7
670,MFG-00670,20260301,14,九州工場,ライン-D,日勤,20,19,1,0.9627,11.1,3
671,MFG-00671,20251209,19,第二工場,ライン-C,夜勤,50,48,2,0.9606,10.6,0
672,MFG-00672,20250809,2,第二工場,ライン-A,夜勤,50,49,1,0.9852,10.1,9
673,MFG-00673,20251206,2,九州工場,ライン-D,日勤,200,197,3,0.9874,10.8,6
674,MFG-00674,20251015,11,九州工場,ライン-B,日勤,50,48,2,0.9658,6.0,1
675,MFG-00675,20250308,9,九州工場,ライン-B,夜勤,500,496,4,0.9935,5.6,1
676,MFG-00676,20260127,10,九州工場,ライン-C,日勤,50,47,3,0.9558,11.5,1
677,MFG-00677,20260203,9,本社工場,ライン-B,夜勤,100,99,1,0.9901,8.3,7
678,MFG-00678,20251209,20,本社工場,ライン-C,夜勤,500,484,16,0.9686,5.5,0
679,MFG-00679,20251114,3,本社工場,ライン-A,日勤,100,98,2,0.9831,5.6,10
680,MFG-00680,20250629,1,第二工場,ライン-C,夜勤,100,98,2,0.989,5.7,10
681,MFG-00681,20250905,19,九州工場,ライン-A,日勤,500,493,7,0.9875,8.5,5
682,MFG-00682,20251125,12,本社工場,ライン-B,日勤,5,4,1,0.9974,11.5,6
683,MFG-00683,20260119,1,第二工場,ライン-C,日勤,100,97,3,0.975,10.1,7
684,MFG-00684,20250911,18,九州工場,ライン-E,夜勤,100,98,2,0.9877,9.1,8
685,MFG-00685,20260225,14,本社工場,ライン-C,日勤,10,9,1,0.9566,6.1,2
686,MFG-00686,20250524,11,本社工場,ライン-D,夜勤,50,48,2,0.9644,4.2,5
687,MFG-00687,20250405,3,九州工場,ライン-B,日勤,200,192,8,0.9627,6.7,2
688,MFG-00688,20251023,7,本社工場,ライン-E,日勤,10,9,1,0.9862,11.3,155
689,MFG-00689,20251023,18,九州工場,ライン-C,夜勤,100,99,1,0.9947,6.5,1
690,MFG-00690,20251203,11,九州工場,ライン-C,日勤,100,99,1,0.9953,4.0,0
691,MFG-00691,20250829,12,九州工場,ライン-D,日勤,10,9,1,0.9881,4.7,10
692,MFG-00692,20251019,4,第二工場,ライン-A,日勤,500,492,8,0.9854,10.6,3
693,MFG-00693,20250728,1,第二工場,ライン-E,日勤,200,194,6,0.9706,8.9,8
694,MFG-00694,20250530,12,第二工場,ライン-B,夜勤,5,4,1,0.9911,5.0,10
695,MFG-00695,20251106,16,本社工場,ライン-A,夜勤,200,196,4,0.9832,8.6,9
696,MFG-00696,20250303,8,九州工場,ライン-B,日勤,100,95,5,0.9522,4.6,3
697,MFG-00697,20250522,4,本社工場,ライン-E,日勤,500,475,25,0.9507,4.9,2
698,MFG-00698,20250317,4,第二工場,ライン-C,夜勤,200,192,8,0.9632,9.3,2
699,MFG-00699,20250416,13,本社工場,ライン-C,日勤,50,48,2,0.9621,7.5,0
700,MFG-00700,20260119,15,第二工場,ライン-E,日勤,200,191,9,0.9568,6.2,0
701,MFG-00701,20250831,17,九州工場,ライン-A,夜勤,100,97,3,0.9716,9.5,7
702,MFG-00702,20250719,9,第二工場,ライン-B,日勤,200,197,3,0.9875,9.2,8
703,MFG-00703,20250918,5,第二工場,ライン-A,夜勤,200,192,8,0.963,9.3,6
704,MFG-00704,20250111,3,本社工場,ライン-E,日勤,500,480,20,0.9617,11.7,9
705,MFG-00705,20251022,17,九州工場,ライン-B,夜勤,1000,893,107,0.8938,6.6,8
706,MFG-00706,20250803,19,本社工場,ライン-C,夜勤,100,96,4,0.9647,10.1,4
707,MFG-00707,20251028,7,九州工場,ライン-D,夜勤,10,9,1,0.9618,4.4,7
708,MFG-00708,20260124,8,第二工場,ライン-E,夜勤,100,95,5,0.9508,4.6,2
709,MFG-00709,20250429,14,本社工場,ライン-A,夜勤,50,49,1,0.9827,11.8,2
710,MFG-00710,20250424,7,第二工場,ライン-B,日勤,5,4,1,0.9558,6.2,7
711,MFG-00711,20250418,3,本社工場,ライン-C,日勤,50,48,2,0.9787,10.0,3
712,MFG-00712,20250123,16,九州工場,ライン-C,日勤,500,475,25,0.9503,10.7,3
713,MFG-00713,20260212,14,本社工場,ライン-C,日勤,5,4,1,0.95,9.6,7
714,MFG-00714,20251012,6,九州工場,ライン-A,日勤,10,9,1,0.9592,10.6,0
715,MFG-00715,20260111,6,本社工場,ライン-B,日勤,10,9,1,0.9608,5.1,3
716,MFG-00716,20250707,10,本社工場,ライン-D,日勤,500,484,16,0.9681,5.4,59
717,MFG-00717,20251217,14,本社工場,ライン-A,日勤,5,4,1,0.961,10.5,8
718,MFG-00718,20260101,18,九州工場,ライン-E,夜勤,500,498,2,0.9979,8.3,7
719,MFG-00719,20250806,6,第二工場,ライン-E,夜勤,10,9,1,0.9883,10.7,4
720,MFG-00720,20250712,18,本社工場,ライン-D,日勤,500,476,24,0.9526,9.9,1
721,MFG-00721,20251014,16,九州工場,ライン-D,日勤,50,49,1,0.992,10.4,0
722,MFG-00722,20250918,20,本社工場,ライン-E,日勤,200,195,5,0.9752,4.7,8
723,MFG-00723,20250311,6,第二工場,ライン-A,夜勤,5,4,1,0.9606,9.1,9
724,MFG-00724,20250815,3,九州工場,ライン-D,日勤,500,478,22,0.9579,6.2,0
725,MFG-00725,20250117,1,九州工場,ライン-A,日勤,500,477,23,0.954,5.3,10
726,MFG-00726,20251027,3,九州工場,ライン-A,日勤,200,194,6,0.9711,11.2,0
727,MFG-00727,20260208,20,九州工場,ライン-A,日勤,1000,982,18,0.9823,10.4,4
728,MFG-00728,20260121,10,本社工場,ライン-C,日勤,200,196,4,0.9821,8.3,8
729,MFG-00729,20260129,3,本社工場,ライン-B,夜勤,200,193,7,0.9651,7.8,7
730,MFG-00730,20250114,2,本社工場,ライン-E,日勤,500,484,16,0.9681,9.1,147
731,MFG-00731,20250521,17,第二工場,ライン-B,夜勤,200,191,9,0.9572,6.2,5
732,MFG-00732,20250709,2,第二工場,ライン-C,日勤,500,476,24,0.952,9.7,0
733,MFG-00733,20250728,7,第二工場,ライン-B,夜勤,20,16,4,0.8437,9.1,8
734,MFG-00734,20250405,5,本社工場,ライン-A,夜勤,500,495,5,0.9915,6.0,8
735,MFG-00735,20250928,1,九州工場,ライン-C,夜勤,1000,976,24,0.9763,7.8,3
736,MFG-00736,20250922,7,九州工場,ライン-D,日勤,5,4,1,0.9574,4.5,9
737,MFG-00737,20251214,10,九州工場,ライン-B,夜勤,200,192,8,0.9617,7.4,5
738,MFG-00738,20260105,17,本社工場,ライン-D,日勤,100,95,5,0.9539,11.0,4
739,MFG-00739,20251120,13,第二工場,ライン-B,夜勤,20,16,4,0.8105,5.8,5
740,MFG-00740,20251006,6,本社工場,ライン-C,日勤,10,9,1,0.988,10.9,8
741,MFG-00741,20250916,1,九州工場,ライン-B,日勤,200,194,6,0.974,5.4,5
742,MFG-00742,20260107,5,九州工場,ライン-D,日勤,500,481,19,0.9639,9.1,4
743,MFG-00743,20250503,7,本社工場,ライン-B,夜勤,10,9,1,0.9924,5.0,2
744,MFG-00744,20260217,4,本社工場,ライン-A,夜勤,200,197,3,0.9878,8.4,3
745,MFG-00745,20250504,19,九州工場,ライン-A,日勤,200,196,4,0.9809,12.0,119
746,MFG-00746,20260314,2,本社工場,ライン-A,夜勤,500,484,16,0.9687,7.7,6
747,MFG-00747,20260203,18,本社工場,ライン-E,日勤,1000,951,49,0.9513,10.5,5
748,MFG-00748,20260203,14,九州工場,ライン-A,日勤,10,8,2,0.8533,6.7,7
749,MFG-00749,20250516,10,本社工場,ライン-E,夜勤,1000,982,18,0.9826,7.1,5
750,MFG-00750,20250310,2,第二工場,ライン-A,日勤,500,490,10,0.9807,8.6,4
751,MFG-00751,20250426,8,九州工場,ライン-D,夜勤,100,77,23,0.7709,12.0,2
752,MFG-00752,20250421,20,九州工場,ライン-E,日勤,50,48,2,0.9661,7.3,24
753,MFG-00753,20251223,10,九州工場,ライン-B,夜勤,1000,805,195,0.805,4.2,3
754,MFG-00754,20250910,13,第二工場,ライン-D,日勤,5,4,1,0.9705,10.8,3
755,MFG-00755,20260324,2,本社工場,ライン-E,夜勤,200,190,10,0.9542,11.0,54
756,MFG-00756,20251217,15,第二工場,ライン-A,日勤,50,48,2,0.9605,11.2,6
757,MFG-00757,20250918,18,第二工場,ライン-B,日勤,200,194,6,0.9704,8.5,9
758,MFG-00758,20250418,17,第二工場,ライン-C,日勤,100,97,3,0.9766,10.4,3
759,MFG-00759,20250625,10,第二工場,ライン-B,日勤,200,196,4,0.981,8.9,1
760,MFG-00760,20251208,12,九州工場,ライン-D,日勤,5,4,1,0.9771,9.7,4
761,MFG-00761,20251021,6,九州工場,ライン-A,夜勤,10,9,1,0.9863,9.6,10
762,MFG-00762,20250804,20,第二工場,ライン-E,夜勤,500,493,7,0.9865,10.0,7
763,MFG-00763,20250215,17,本社工場,ライン-C,夜勤,200,195,5,0.9773,5.2,4
764,MFG-00764,20250111,17,九州工場,ライン-C,日勤,1000,955,45,0.9552,10.7,3
765,MFG-00765,20250531,5,第二工場,ライン-D,日勤,200,199,1,0.9975,7.8,1
766,MFG-00766,20250823,14,九州工場,ライン-A,夜勤,5,4,1,0.9977,5.8,5
767,MFG-00767,20251210,20,九州工場,ライン-C,日勤,500,490,10,0.9815,8.5,87
768,MFG-00768,20260228,1,第二工場,ライン-C,日勤,1000,977,23,0.9772,7.5,52
769,MFG-00769,20250727,19,九州工場,ライン-C,日勤,200,197,3,0.9876,7.1,6
770,MFG-00770,20251119,3,本社工場,ライン-B,夜勤,500,494,6,0.9899,11.1,8
771,MFG-00771,20250610,19,本社工場,ライン-C,夜勤,500,484,16,0.9691,5.2,4
772,MFG-00772,20260312,17,九州工場,ライン-C,日勤,500,478,22,0.9579,10.0,146
773,MFG-00773,20250811,20,第二工場,ライン-D,日勤,1000,997,3,0.997,7.1,1
774,MFG-00774,20251209,7,第二工場,ライン-E,日勤,5,4,1,0.9794,6.2,9
775,MFG-00775,20250207,11,第二工場,ライン-A,夜勤,500,487,13,0.975,11.0,10
776,MFG-00776,20250730,5,九州工場,ライン-A,夜勤,100,95,5,0.9508,8.0,4
777,MFG-00777,20250720,6,九州工場,ライン-A,夜勤,20,19,1,0.9698,5.0,0
778,MFG-00778,20251012,3,九州工場,ライン-D,夜勤,1000,997,3,0.9971,8.5,1
779,MFG-00779,20260129,9,第二工場,ライン-A,夜勤,50,47,3,0.9597,5.9,5
780,MFG-00780,20250703,6,第二工場,ライン-B,夜勤,10,9,1,0.9505,10.8,2
781,MFG-00781,20251214,4,九州工場,ライン-A,日勤,50,49,1,0.986,5.9,10
782,MFG-00782,20250612,5,第二工場,ライン-D,夜勤,200,194,6,0.9715,11.1,4
783,MFG-00783,20250516,19,九州工場,ライン-A,日勤,500,478,22,0.9568,7.2,1
784,MFG-00784,20250809,9,本社工場,ライン-C,日勤,200,197,3,0.9899,7.2,2
785,MFG-00785,20250826,16,本社工場,ライン-E,日勤,50,49,1,0.9807,11.0,9
786,MFG-00786,20251002,6,九州工場,ライン-A,日勤,50,48,2,0.9775,6.7,10
787,MFG-00787,20251107,15,第二工場,ライン-B,日勤,500,496,4,0.9921,10.8,10
788,MFG-00788,20250613,14,第二工場,ライン-A,日勤,10,9,1,0.9737,9.6,10
789,MFG-00789,20250808,13,第二工場,ライン-A,夜勤,10,9,1,0.9613,7.2,2
790,MFG-00790,20260317,1,本社工場,ライン-C,夜勤,200,198,2,0.9904,5.4,5
791,MFG-00791,20251212,6,第二工場,ライン-A,夜勤,10,9,1,0.995,9.5,2
792,MFG-00792,20260111,3,九州工場,ライン-E,日勤,50,48,2,0.9657,7.2,9
793,MFG-00793,20250121,18,九州工場,ライン-E,夜勤,100,97,3,0.976,10.3,2
794,MFG-00794,20250306,2,本社工場,ライン-C,日勤,500,498,2,0.9968,8.8,8
795,MFG-00795,20250530,5,九州工場,ライン-C,夜勤,500,488,12,0.9766,4.5,103
796,MFG-00796,20250820,18,第二工場,ライン-E,日勤,500,483,17,0.9671,5.4,6
797,MFG-00797,20250818,13,本社工場,ライン-D,日勤,10,9,1,0.9875,11.7,175
798,MFG-00798,20251206,15,九州工場,ライン-D,夜勤,200,195,5,0.9799,11.3,2
799,MFG-00799,20260305,5,九州工場,ライン-C,日勤,200,197,3,0.9879,8.3,0
800,MFG-00800,20250724,6,第二工場,ライン-B,日勤,20,19,1,0.9917,10.0,9
801,MFG-00801,20250619,15,本社工場,ライン-E,日勤,500,496,4,0.9932,5.4,5
802,MFG-00802,20250518,9,九州工場,ライン-B,夜勤,200,191,9,0.9567,10.6,2
803,MFG-00803,20251123,8,九州工場,ライン-B,夜勤,500,480,20,0.9607,11.5,9
804,MFG-00804,20250222,11,本社工場,ライン-D,夜勤,50,48,2,0.9657,8.3,7
805,MFG-00805,20250402,11,本社工場,ライン-D,日勤,200,198,2,0.9917,5.8,10
806,MFG-00806,20250709,4,九州工場,ライン-B,日勤,200,193,7,0.9676,11.6,4
807,MFG-00807,20250717,18,本社工場,ライン-C,夜勤,500,481,19,0.9638,6.1,93
808,MFG-00808,20251118,20,九州工場,ライン-A,日勤,1000,973,27,0.9731,7.9,148
809,MFG-00809,20260303,11,本社工場,ライン-E,夜勤,500,483,17,0.9675,7.2,90
810,MFG-00810,20250821,4,第二工場,ライン-C,日勤,100,96,4,0.9676,11.1,7
811,MFG-00811,20260108,17,本社工場,ライン-A,夜勤,200,190,10,0.9508,9.0,2
812,MFG-00812,20251223,4,本社工場,ライン-C,日勤,500,484,16,0.9684,8.2,9
813,MFG-00813,20250926,16,本社工場,ライン-E,日勤,500,402,98,0.8041,5.9,8
814,MFG-00814,20260315,12,本社工場,ライン-D,日勤,10,9,1,0.9872,7.3,9
815,MFG-00815,20250917,14,九州工場,ライン-D,夜勤,20,19,1,0.9839,8.1,10
816,MFG-00816,20250524,18,九州工場,ライン-C,夜勤,1000,965,35,0.9652,9.7,2
817,MFG-00817,20250915,5,九州工場,ライン-C,日勤,1000,970,30,0.9705,6.7,0
818,MFG-00818,20260328,2,本社工場,ライン-A,夜勤,200,196,4,0.9811,5.9,2
819,MFG-00819,20251126,4,第二工場,ライン-C,日勤,100,97,3,0.9731,8.2,6
820,MFG-00820,20251012,6,第二工場,ライン-A,夜勤,10,9,1,0.9685,9.0,2
821,MFG-00821,20250913,8,第二工場,ライン-D,夜勤,500,484,16,0.9698,10.0,8
822,MFG-00822,20260114,6,第二工場,ライン-C,日勤,5,4,1,0.9891,9.7,1
823,MFG-00823,20260113,5,本社工場,ライン-B,日勤,100,99,1,0.9904,4.1,1
824,MFG-00824,20250131,13,本社工場,ライン-A,日勤,10,9,1,0.9765,6.8,7
825,MFG-00825,20250726,17,九州工場,ライン-A,夜勤,100,96,4,0.9668,7.7,5
826,MFG-00826,20251015,9,本社工場,ライン-D,夜勤,100,95,5,0.9516,5.1,131
827,MFG-00827,20250715,18,九州工場,ライン-B,日勤,200,191,9,0.9587,7.5,7
828,MFG-00828,20250331,3,九州工場,ライン-D,日勤,100,98,2,0.985,11.4,2
829,MFG-00829,20260305,1,本社工場,ライン-C,日勤,100,99,1,0.9937,5.7,2
830,MFG-00830,20250221,14,九州工場,ライン-C,日勤,5,4,1,0.9613,5.3,3
831,MFG-00831,20260209,19,本社工場,ライン-E,夜勤,200,194,6,0.9701,7.9,7
832,MFG-00832,20250423,6,第二工場,ライン-D,日勤,10,9,1,0.9622,10.5,9
833,MFG-00833,20260102,4,第二工場,ライン-B,夜勤,50,48,2,0.9711,5.3,10
834,MFG-00834,20251102,15,第二工場,ライン-E,日勤,100,98,2,0.9892,5.1,8
835,MFG-00835,20250505,5,本社工場,ライン-B,日勤,100,98,2,0.985,9.8,63
836,MFG-00836,20250330,2,第二工場,ライン-A,夜勤,200,198,2,0.9925,8.1,9
837,MFG-00837,20250813,12,九州工場,ライン-B,夜勤,10,9,1,0.9757,11.4,0
838,MFG-00838,20250414,1,第二工場,ライン-C,日勤,1000,989,11,0.9891,10.8,1
839,MFG-00839,20250824,3,本社工場,ライン-C,日勤,500,497,3,0.9946,4.7,10
840,MFG-00840,20251023,6,九州工場,ライン-E,夜勤,5,4,1,0.9633,10.9,0
841,MFG-00841,20251110,7,九州工場,ライン-A,夜勤,5,4,1,0.974,8.9,6
842,MFG-00842,20250125,5,本社工場,ライン-B,日勤,100,99,1,0.9944,11.7,10
843,MFG-00843,20250313,2,九州工場,ライン-A,日勤,100,95,5,0.955,11.3,173
844,MFG-00844,20260105,2,本社工場,ライン-D,夜勤,500,493,7,0.9865,11.5,9
845,MFG-00845,20260118,7,第二工場,ライン-A,日勤,10,9,1,0.9817,7.6,4
846,MFG-00846,20260202,17,本社工場,ライン-A,夜勤,100,95,5,0.9511,8.5,8
847,MFG-00847,20250313,11,九州工場,ライン-A,夜勤,1000,963,37,0.9638,5.0,9
848,MFG-00848,20250410,12,九州工場,ライン-C,夜勤,5,4,1,0.9814,10.4,10
849,MFG-00849,20251019,20,本社工場,ライン-C,夜勤,500,480,20,0.961,7.6,3
850,MFG-00850,20250806,12,第二工場,ライン-E,夜勤,20,19,1,0.9906,6.1,54
851,MFG-00851,20250114,5,本社工場,ライン-D,夜勤,100,97,3,0.973,8.5,2
852,MFG-00852,20251103,20,第二工場,ライン-A,日勤,200,190,10,0.9511,5.8,4
853,MFG-00853,20250929,4,第二工場,ライン-C,夜勤,1000,992,8,0.9922,9.1,88
854,MFG-00854,20250117,8,本社工場,ライン-A,日勤,200,193,7,0.9695,8.0,10
855,MFG-00855,20250820,12,第二工場,ライン-D,日勤,10,9,1,0.9667,6.3,3
856,MFG-00856,20250509,16,本社工場,ライン-A,夜勤,200,151,49,0.7566,4.5,8
857,MFG-00857,20250304,2,本社工場,ライン-B,夜勤,200,193,7,0.9691,10.1,56
858,MFG-00858,20250805,17,九州工場,ライン-A,日勤,200,196,4,0.9822,7.6,0
859,MFG-00859,20260321,4,九州工場,ライン-C,日勤,200,190,10,0.952,7.6,7
860,MFG-00860,20251231,8,本社工場,ライン-C,日勤,500,498,2,0.9966,11.6,3
861,MFG-00861,20260215,13,本社工場,ライン-B,日勤,10,9,1,0.9755,8.2,6
862,MFG-00862,20251227,14,第二工場,ライン-E,夜勤,5,3,2,0.7798,9.4,3
863,MFG-00863,20251107,13,第二工場,ライン-B,夜勤,20,19,1,0.9571,6.8,76
864,MFG-00864,20260302,5,本社工場,ライン-D,日勤,50,48,2,0.9699,4.8,10
865,MFG-00865,20251029,1,本社工場,ライン-A,日勤,200,194,6,0.9724,11.3,82
866,MFG-00866,20251027,8,九州工場,ライン-E,日勤,500,491,9,0.9836,9.7,9
867,MFG-00867,20250102,11,九州工場,ライン-B,日勤,100,96,4,0.9623,8.9,165
868,MFG-00868,20250602,20,第二工場,ライン-D,夜勤,200,191,9,0.9595,8.7,6
869,MFG-00869,20250715,20,九州工場,ライン-E,夜勤,100,99,1,0.9959,5.2,0
870,MFG-00870,20250906,16,第二工場,ライン-E,日勤,100,96,4,0.9655,5.5,8
871,MFG-00871,20251209,19,第二工場,ライン-E,日勤,1000,950,50,0.9507,9.7,2
872,MFG-00872,20260329,14,本社工場,ライン-B,日勤,10,9,1,0.9759,5.4,29
873,MFG-00873,20260307,6,九州工場,ライン-A,夜勤,50,49,1,0.9953,10.4,10
874,MFG-00874,20251226,20,九州工場,ライン-E,夜勤,1000,954,46,0.954,7.6,152
875,MFG-00875,20250915,19,九州工場,ライン-C,日勤,500,498,2,0.9966,11.4,4
876,MFG-00876,20251001,5,本社工場,ライン-B,夜勤,1000,975,25,0.9751,9.9,7
